Code Enforcement,802 Avenue Y,Hondo,TX,78861,29.3542317,-99.155496
Greens At Valencia,26501 Mcbean Pkwy,Valencia,CA,91355,34.4148294,-118.5606689
Bear Trace At Tims Ford,891 Wiseman Bend Rd,Winchester,TN,37398,35.2087368,-86.2600521
Mansfield National Golf Club,3750 National Pkwy,Mansfield,TX,76063,32.5580323,-97.0781475
Grantwood Golf Course,38855 Aurora Rd,Solon,OH,44139,41.3688691,-81.4008814
Mill Creek Golf Course,128 Cedars Ave,Churchville,NY,14428,43.0374517,-77.8284256
Pine Meadow Golf Club,1 Pine Meadow Ln,Mundelein,IL,60060,42.2910868,-87.9842733
North Hampton Golf Club,22680 N Hampton Club Way,Fernandina Beach,FL,32034,30.6018112,-81.5564682
Heritage Harbor Tennis Club,19502 Heritage Harbor Pkwy,Lutz,FL,33558,28.1691992,-82.5114894
Trumansburg Public Golf Course,23 Halsey St,Trumansburg,NY,14886,42.53587,-76.669368
Rainbow Golf Club,3822 County Route 26,Greenville,NY,12083,42.4181601,-74.0027072
Waukesha County Golf Course,W307n1897 Maple Ave,Pewaukee,WI,53072,43.0568412,-88.3610013
Traditional Golf Club At,1000 Virginia Center Pkwy,Glen Allen,VA,23059,37.6641106,-77.4439268
Waverley Country Golf Club,1100 Se Waverly Dr,Portland,OR,97222,45.4532572,-122.6529723
Springbrook Golf Club,141 Us Hwy 202,Leeds,ME,4263,44.2263542,-70.0747187
Fairbury Country Club,Po Box 245,Fairbury,NE,68352,40.167183,-97.1618369
Peoria Park District,2218 N Prospect Rd,Peoria,IL,61603,40.7146313,-89.5733216
Oakwood Country Club,1601 N Oakwood Rd,Enid,OK,73703,36.4130161,-97.9229639
Bonnie Brook Golf Course,2800 N Lewis Ave,Waukegan,IL,60087,42.403346,-87.8570044
High Bridge Hills Golf Club,Po Box 232,High Bridge,NJ,8829,40.6677194,-74.8947061
Roberts Restaurant,216 N Lake St,Boyne City,MI,49712,45.2171148,-85.0142953
Western Lakes Golf Course,W287n1963 Oakton Rd,Pewaukee,WI,53072,43.0544436,-88.3166014
Lancaster Country Club,1466 New Holland Pike,Lancaster,PA,17601,40.0620449,-76.2717247
Suburban Golf Club,9358 State Route 15,Bryan,OH,43506,41.5481433,-84.5554728
Gambet Golf Club,Po Box 70,Joppa,IL,62953,37.2066623,-88.8433107
Cohasset Golf Club,175 Lamberts Ln,Cohasset,MA,2025,42.2544275,-70.8379499
Bent Brook,6216 Harpers Dairy Loop,Bessemer,AL,35022,33.3257062,-86.9743113
Franklin Country Club,672 E Central St,Franklin,MA,2038,42.0754276,-71.3672566
Golf Club At Chateau Elan,6060 Golf Club Dr,Braselton,GA,30517,34.1114352,-83.8240293
Down At The Pool,99 Fairway Dr,South Charleston,WV,25309,38.34741,-81.714694
Royal Oaks Golf Club,3705 Legends Way,Maryville,TN,37801,35.719437,-84.0115342
Wynlakes Golf & Country Club,7900 Wynlakes Blvd,Montgomery,AL,36117,32.3509369,-86.1508547
Silver Creek Vly Country Clb,5460 Country Club Pkwy,San Jose,CA,95138,37.2759129,-121.7711685
Las Vegas Golf & Tennis,140 S Green Valley Pkwy,Henderson,NV,89012,36.0224345,-115.083476
Homestead Golf Course,11500 W Hampden Ave,Denver,CO,80227,39.6529022,-105.1218506
Golden Ocala Golf  Country,8359 Nw 31st Lane Rd,Ocala,FL,34482,29.218859,-82.2579
Bluffs Golf Course,2021 E Main St,Vermillion,SD,57069,42.7792616,-96.8952943
Miromar Lakes Golf Club,18520 Miromar Lakes Blvd W,Miromar Lakes,FL,33913,26.4699285,-81.787533
Mohonk Mountain House,1000 Mountain Rest Rd,New Paltz,NY,12561,41.7796627,-74.134391
Glen Oaks,30500 W 13 Mile Rd,Farmington Hills,MI,48334,42.5148001,-83.3533544
Lee's Hill Golfers' Club,10200 Old Dominion Pkwy,Fredericksburg,VA,22408,38.2371164,-77.4792844
Coronado Administrative Svc,1825 Strand Way,Coronado,CA,92118,32.6783563,-117.1725226
Red Hawk Grill,350 W Davison Rd,East Tawas,MI,48730,44.3538782,-83.5363376
Valley Golf Club Clubhouse,100 Club View Dr,Hailey,ID,83333,43.5648478,-114.3218207
Stoneybrook Golf Club Inc,8000 Stone Harbour Loop,Bradenton,FL,34212,27.4949117,-82.4588592
York Country Club,1016 W Elm St,York,NE,68467,40.8609294,-97.6056228
Creekside Golf Course,701 Lincoln Ave,Modesto,CA,95354,37.6517287,-120.9395456
Alta Vista Country Club,777 Alta Vista St,Placentia,CA,92870,33.8775416,-117.8521882
Harpeth Valley Golf Ctr,7629 Old Harding Pike,Nashville,TN,37221,36.0592171,-86.9422013
Pinnacle Golf & Boat Club,200 Pinnacle Club Dr,Mabank,TX,75156,32.2259436,-96.0737291
Meadows Golf Course,495 Huntington Hill Rd,Litchfield,ME,4350,44.1573049,-69.9725288
Vista Verde Golf Course,17405 E Desert Vista Trl,Rio Verde,AZ,85263,33.7423559,-111.7040229
Windtree Golf Club,810 Nonaville Rd,Mt Juliet,TN,37122,36.2412047,-86.5191261
Women On Course Llc,10661 Oakton Ridge Ct,Oakton,VA,22124,38.8899113,-77.313376
Fountaingrove Golf & Athletic,1525 Fountaingrove Pkwy,Santa Rosa,CA,95403,38.4891163,-122.7126285
Rancho Carlsbad Golf Course,5200 El Camino Real,Carlsbad,CA,92010,33.1486311,-117.2876161
Essex Fells Country Club,219 Devon Rd,Essex Fells,NJ,7021,40.817634,-74.27676
Gainesville Country Club,7300 Sw 35th Way,Gainesville,FL,32608,29.5839671,-82.37044
Deer Creek Golf Club,445 Deer Creek Dr,Crossville,TN,38571,35.9958607,-85.0237677
Indian Head Golf Course,136 Clark St,Auburn,NY,13021,42.9303997,-76.579035
Continental Golf Club,7920 E Osborn Rd,Scottsdale,AZ,85251,33.4878163,-111.9107588
Douglas Golf Club,64 Golf Course Rd,Douglas,WY,82633,42.736391,-105.3719887
Jeff Swanson,21530 Califa St Apt 206,Woodland Hills,CA,91367,34.1770771,-118.5992314
Cedar Glen Golf Course,36860 25 Mile Rd,New Baltimore,MI,48047,42.7050733,-82.7467827
Chartwell Golf & Country Club,1 Chartwell Dr,Severna Park,MD,21146,39.0959421,-76.6024717
Chicago Reporter,332 S Michigan Ave Ste 500,Chicago,IL,60604,41.8773544,-87.6247668
Spurwing Country Club,6800 N Spurwing Way,Meridian,ID,83646,43.666422,-116.4249257
Fairfield Mountains Property,112 Mountain Blvd,Lake Lure,NC,28746,35.4611283,-82.1897389
Key West Golf Club,6450 College Rd,Key West,FL,33040,24.5779861,-81.7379235
Loch Nairn Golf Course,514 Mccue Rd,Avondale,PA,19311,39.8488926,-75.7807742
Verdict Ridge Golf & Country,7332 Kidville Rd,Denver,NC,28037,35.4907661,-81.0322235
Escalante Golf Inc,2930 Bledsoe St Ste 124,Fort Worth,TX,76107,32.7487072,-97.3597605
Riverwalk Golf Club,1150 Fashion Valley Rd,San Diego,CA,92108,32.7649665,-117.1747005
Martinsville Golf Course,1510 State Road 37 N,Martinsville,IN,46151,39.4511654,-86.3922254
Shelby Country Club,Po Box 608,Shelby,OH,44875,40.917845,-82.6295449
Half Moon Bay Golf Links,2 Miramontes Point Rd,Half Moon Bay,CA,94019,37.435081,-122.4399531
Harbor Park Golf Course,1235 Figueroa Pl,Wilmington,CA,90744,33.7888248,-118.2818256
Re/Max Accord,3390 Mt Diablo Blvd Ste 100,Lafayette,CA,94549,37.8943558,-122.1089074
Chatuge Shores Golf Course,260 Golf Course Rd,Hayesville,NC,28904,34.998677,-83.812511
Naperville Country Club,25w570 Chicago Ave,Naperville,IL,60540,41.7772552,-88.1234205
Img Academies Golf & Country,4350 El Conquistador Pkwy,Bradenton,FL,34210,27.4283265,-82.6045448
Global Micro Inc,155 Enterprise Ct,Corona,CA,92882,33.8840962,-117.585051
Garrison Lake Golf Course,101 W Fairways Cir,Smyrna,DE,19977,39.254118,-75.593965
Mahnomen Country Club,2267 155th Ave,Mahnomen,MN,56557,47.3155948,-95.9422734
Belle Meade Country Club,2660 Twin Pine Rd,Thomson,GA,30824,33.5357391,-82.5130936
Hawks Creek Golf Club,6520 White Settlement Rd,Westworth Village,TX,76114,32.7606114,-97.4292207
Peninsula Golf Course,Po Box 287,Weiser,ID,83672,44.2877919,-116.9426729
Hideaway Country Club,5670 Trailwinds Dr,Fort Myers,FL,33907,26.5695242,-81.8626702
Oronoque Country Club,385 Oronoque Ln,Stratford,CT,6614,41.2505266,-73.1136698
City Of Pickerington,1145 Clubhouse Ln,Pickerington,OH,43147,39.9222149,-82.7857525
Timbers Golf Course,7300 Bray Rd,Vassar,MI,48768,43.3132569,-83.6609116
Lakeside Country Club,4555 E Windmill Dr,Inverness,FL,34453,28.8736115,-82.3590828
Monterey Bay Golf Academy,Po Box 7,Seaside,CA,93955,36.609445,-121.8432534
Lakeview Golf Course,8945 Hanford Armona Rd,Hanford,CA,93230,36.3111249,-119.617827
Mobile Neighborhood & Comm Svc,2900 Dauphin St,Mobile,AL,36606,30.6895832,-88.1117212
Rancho Murieta Country Club,7000 Alameda Dr,Sloughhouse,CA,95683,38.495621,-121.0927496
Danville Systems,1965 Manzanita Dr,Oakland,CA,94611,37.8399877,-122.1930731
Black River Country Club,3300 Country Club Dr,Port Huron,MI,48060,43.0099299,-82.4689793
Thiel College,75 College Ave,Greenville,PA,16125,41.4121547,-80.383555
Rooster Run Golf Club,2301 E Washington St,Petaluma,CA,94954,38.2639336,-122.6134811
Drumm Farm Golf Club,15400 E 34th St S,Independence,MO,64055,39.0585418,-94.3978738
Quinton Oaks Golf Course,262 Quinton Oaks Ln,Callao,VA,22435,37.9416863,-76.5740298
Redstone Golf Club,5860 Wilson Rd,Humble,TX,77396,29.9223507,-95.2581522
Brooklake Country Club,139 Brooklake Rd,Florham Park,NJ,7932,40.7674904,-74.3839866
Craig Schreiner Golf,14695 S Inverness St Ste 201,Olathe,KS,66061,38.8618176,-94.8855824
Beacon Hill Golf Club,6011 Majestic Oaks Dr,Commerce Township,MI,48382,42.6085375,-83.5323445
Meadows Of Six Mile Creek,800 N Century Ave,Waunakee,WI,53597,43.1985623,-89.4617276
Montclair Country Club,16500 Edgewood Dr,Dumfries,VA,22025,38.6036791,-77.3366852
Omaha Country Club,6900 Country Club Rd,Omaha,NE,68152,41.3355941,-96.0082554
Sand Creek Country Club,1001 Sand Creek Dr,Chesterton,IN,46304,41.6005831,-87.028852
Braemar Country Club,4001 Reseda Blvd,Tarzana,CA,91356,34.1433724,-118.541348
Poplar Golf Course,Po Box 3320,Duluth,MN,55803,47.2853841,-91.79173
Club House-Chili Country Club,760 Scottsville Chili Rd,Scottsville,NY,14546,43.0562571,-77.7767038
Corte Bella Golf Club Llc,22129 N Mission Dr,Sun City West,AZ,85375,33.6958328,-112.3339136
Tierra Rejada Golf Club,15187 Tierra Rejada Rd,Moorpark,CA,93021,34.2695994,-118.8460247
Stonecrest Golf Course & Range,2298 State Route 18,Wampum,PA,16157,40.8640205,-80.3285682
La Cita Golf & Country Club,777 Country Club Dr,Titusville,FL,32780,28.5782561,-80.8107406
Amana Colonies Golf Course,451 27th Ave,Amana,IA,52203,41.8086944,-91.9048256
Norby & Assoc Landscape Arch,100 E 2nd St Ste 200,Chaska,MN,55318,44.7851514,-93.6000702
Deer Park Personnel Dept,710 E San Augustine St,Deer Park,TX,77536,29.6891544,-95.1171412
Indian Lake Hills Golf Course,55321 Brush Lake Rd,Eau Claire,MI,49111,41.9989897,-86.2166369
Golden Oaks Golf Club,10 Stonehedge Rd,Fleetwood,PA,19522,40.4222279,-75.8208019
Lochmere Golf & Country Club,360 Laconia Rd,Tilton,NH,3276,43.4682295,-71.5469088
University Golf Course,2600 Riverbend Rd,Athens,GA,30602,33.9194753,-83.3601136
Three Crowns,1601 King Blvd,Casper,WY,82604,42.8428398,-106.3475312
Pines Country Club,3062 Point Marion Rd,Morgantown,WV,26505,39.6633439,-79.9140845
Honesdale Golf Club,121 Golf Hill Rd,Honesdale,PA,18431,41.5793034,-75.2660619
Club At Irish Creek,1196 Fairway Dr,Kannapolis,NC,28081,35.5291371,-80.6379387
Prairie Isle Golf Club,2216 Il Route 176,Crystal Lake,IL,60014,42.2673778,-88.2405703
Treasure Lake Propert Owners,13 Treasure Lk,Du Bois,PA,15801,41.183241,-78.7035042
Amelia River Golf Club,4477 Buccaneer Trl,Fernandina Beach,FL,32034,30.6020301,-81.4672526
Sherrill Park Golf Course,2001 E Lookout Dr,Richardson,TX,75082,32.9855885,-96.6865699
Roland Barkau Golf Course,1501 N Waterworks Rd,Okawville,IL,62271,38.4412508,-89.546919
Francis A Gross Golf Course,2201 Saint Anthony Blvd,Minneapolis,MN,55418,45.0100633,-93.2124152
Spirit Hollow Golf Course,5592 Clubhouse Dr,Burlington,IA,52601,40.760488,-91.1445903
Lakewood Headstart,12100 W Alameda Pkwy,Lakewood,CO,80228,39.7064643,-105.1347207
Deer Creek Golf Club,25055 Western Ave,University Park,IL,60484,41.433713,-87.667454
Ptarmigan Golf Course,5416 Vardon Way,Fort Collins,CO,80528,40.4807636,-104.9728911
Edelweiss Chalet Country Club,W4764 Edelweiss Rd,New Glarus,WI,53574,42.7951369,-89.5971952
Knoll West Country Club,990 Greenbank Rd,Boonton,NJ,7005,40.8909514,-74.3927818
Walnut Creek Golf Courses,7453 E 400 S,Marion,IN,46953,40.5029532,-85.5212025
Foxchase Golf Club,300 Stevens Rd,Stevens,PA,17578,40.2200038,-76.1387312
Little Crow Maintenance,15980 Highway 23 Ne,Spicer,MN,56288,45.2743454,-94.9440643
Weymouth Country Club,3946 Weymouth Rd,Medina,OH,44256,41.168674,-81.8159989
Springport Hills Golf Course,5184 E Springport Rd,Harrisville,MI,48740,44.6377736,-83.3157052
Tamarack Golf Club,50771 State Road 71,Limon,CO,80828,39.2398858,-103.696023
Reserve At Lake Keowee,190 Village Green Loop,Sunset,SC,29685,34.8941177,-82.8622753
Dave's Pool Svc Inc,43 N Park St,Adams,NY,13605,43.8138098,-76.0190131
North Golf Course Inc,26583 Cherry Hills Blvd,Menifee,CA,92586,33.7091724,-117.1961419
Briggs Woods Golf Course Club,2501 Briggs Woods Trl,Webster City,IA,50595,42.4277765,-93.7995142
Crystal Woods Golf Club,5915 S Il Route 47,Woodstock,IL,60098,42.2436153,-88.4217042
Incline Village Golf Course,10220 Fairway Dr,Foristell,MO,63348,38.8709739,-90.953379
Charlotte Golf Services,6803 Stevens Mill Rd,Matthews,NC,28104,35.1291572,-80.6338208
Golf Division Tee Times,3711 Branch Center Rd,Sacramento,CA,95827,38.5534208,-121.3366594
Golf Course Of Concordia Inc,3 Clubhouse Dr,Monroe Township,NJ,8831,40.3196652,-74.4384126
Lago Vista Golf Club,4616 Rimrock Dr,Leander,TX,78645,30.4462519,-98.0047243
About Golf Inc,352 Tomahawk Dr,Maumee,OH,43537,41.5858145,-83.6743697
Briar Bay Golf Course,9373 Sw 134th St,Miami,FL,33176,25.6456249,-80.3457922
Courses At Watters Creek,7201 Chase Oaks Blvd,Plano,TX,75025,33.0742176,-96.6925396
Cliffs Valley Golf Course,250 Knightsridge Rd,Travelers Rest,SC,29690,35.1338743,-82.456323
Smoke Rise Country Club,4900 Chedworth Dr,Stone Mountain,GA,30087,33.8343169,-84.1887965
The Duke At Rancho El Dorado,42660 W Rancho El Dorado Pkwy,Maricopa,AZ,85138,33.0791026,-112.0201169
Arrowhead Golf Club,12292 Clarence Center Rd,Akron,NY,14001,43.0128747,-78.527019
Riviera Country Club-Coral,1155 Blue Rd,Coral Gables,FL,33146,25.7275306,-80.2754328
Edmedica Llc,55 N Sunnybrook Rd,Pottstown,PA,19464,40.2459404,-75.6091035
Rolling Hills Country Club,3037 Hickory Ave,Hull,IA,51239,43.2104298,-96.138814
Legacy Golf Club,130 Par Excellence Dr,Henderson,NV,89074,36.0363534,-115.0882682
Celebration Lutheran Church,Po Box 2324,Cypress,TX,77410,29.9751576,-95.6803464
La Jolla Beach  Tennis Club,2000 Spindrift Dr,La Jolla,CA,92037,32.854563,-117.2588404
Leavenworth Golf Club,9101 Icicle Rd,Leavenworth,WA,98826,47.5793984,-120.6705782
Country Air Golf Park,404 Lake Elmo Ave N,Lake Elmo,MN,55042,44.9550306,-92.8779034
Bridges Golf & Country Club,2500 Bridges Dr,Montrose,CO,81401,38.4594795,-107.8427495
Shalimar Country Club,2032 E Golf Ave,Tempe,AZ,85282,33.3950333,-111.8989715
Foothills Golf Course,3901 S Carr St,Denver,CO,80235,39.6457087,-105.0917652
River's Bend Golf Club,11700 Hogans Aly,Chester,VA,23836,37.3715183,-77.3579497
Bobby Nichols Golf Course,4301 E Pages Ln,Louisville,KY,40272,38.1304849,-85.8338614
Indian Mounds Golf Club,3500 Kingshighway,East Saint Louis,IL,62201,38.657024,-90.0920759
Oakhaven Golf Club & Driving,2871 Us Highway 23 N,Delaware,OH,43015,40.3450968,-83.0740481
Cable Hollow Golf Club,405 Norberg Rd,Russell,PA,16345,41.964645,-79.103972
Riverside Country Club,2701 N University Ave,Provo,UT,84604,40.2691847,-111.6581764
Arizona Country Club,5668 E Orange Blossom Ln,Phoenix,AZ,85018,33.4863478,-111.9576356
Edina Country Club,5100 Wooddale Ave,Minneapolis,MN,55424,44.9110126,-93.3401079
Woodlands-Van Buren Golf Crse,909 N Pacific Coast Hwy Fl 11,El Segundo,CA,90245,33.9300752,-118.3964732
Blackhorse Golf Club,12205 Fry Rd,Cypress,TX,77433,29.9560106,-95.7031426
Milaca Golf Club,15679 Central Ave,Milaca,MN,56353,45.7733187,-93.6559893
North Fulton Golf Course,216 W Wieuca Rd Nw,Atlanta,GA,30342,33.87434,-84.3924971
Ridge Bar & Grill,2020 Golf Course Rd,Auburn,CA,95602,38.9479151,-121.0770805
New England Golf Corp,60 Ridge Rd,Westwood,MA,2090,42.2517399,-71.229615
Arrowhead Golf Inc,3974 Clubhouse Dr,Greenfield,IN,46140,39.8683645,-85.7315031
Southern Dunes Golf & Country,2888 Southern Dunes Blvd,Haines City,FL,33844,28.128093,-81.6242824
Paxon Hollow Country Club Bnqt,850 Paxon Hollow Rd,Media,PA,19063,39.9620546,-75.3657812
Lake June West Golf Course,1057 Lake June Rd,Lake Placid,FL,33852,27.3251598,-81.4166168
Sunset Country Club,9301 Andrews Hwy,Odessa,TX,79765,31.9449565,-102.4060197
Stonewall Golf Shop,375 Bulltown Rd,Elverson,PA,19520,40.1505411,-75.7855597
Elkhorn Acres Golf Club,56611 Golf Course Rd,Stanton,NE,68779,41.9396004,-97.2101749
Shula's Golf Club,7601 Miami Lakes Dr,Hialeah,FL,33014,25.9135127,-80.3224068
Palma Ceia Country Club,1601 S Macdill Ave,Tampa,FL,33629,27.9283341,-82.4940054
Golf Club At Newcastle,15500 6 Penny Ln,Renton,WA,98059,47.5357375,-122.1435228
Tawas Creek Golf Course,1022 Monument Rd,Tawas City,MI,48763,44.3097202,-83.5382994
Wichita Falls Country Club,1701 Hamilton Blvd,Wichita Falls,TX,76308,33.8880566,-98.5030702
Fox Hollow Golf Course,13410 Morrison Rd,Lakewood,CO,80228,39.6525359,-105.1462084
Eagle Pass Golf Course,483 Bliss St,Eagle Pass,TX,78852,28.7020108,-100.5047507
Douglas Golf & Country Club,1425 Golf Club Rd,Douglas,GA,31533,31.5275727,-82.8201458
Walden On Lake Conroe Golf Clb,13101 Walden Rd,Montgomery,TX,77356,30.396977,-95.625156
Crooked Creek Golf,333 S 134th St,Lincoln,NE,68520,40.8121601,-96.5453641
Golf Club At Fossil Creek,3401 Clubgate Dr,Fort Worth,TX,76137,32.8559916,-97.3095667
Braintree Municipal Golf Crse,101 Jefferson St,Braintree,MA,2184,42.1961098,-71.0105427
Hudson City Public Power,27 E Main St,Hudson,OH,44236,41.2411631,-81.439275
Hidden Oaks Golf Course,2701 Hideaway Bay Ct,Granbury,TX,76049,32.4636048,-97.7445807
Lake Isle Town Park Golf Crse,660 White Plains Rd,Eastchester,NY,10709,40.9664565,-73.8052819
Carroll Country Club,20069 Olympic Ave,Carroll,IA,51401,42.062213,-94.825393
Mainlands Golf Course,9445 Mainlands Blvd W,Pinellas Park,FL,33782,27.858697,-82.686665
Chaska Town Course Golf Shop,3000 Town Course Dr,Chaska,MN,55318,44.8299197,-93.6312344
Torrey Pines Golf Course,11480 N Torrey Pines Rd Ste B,La Jolla,CA,92037,32.9054811,-117.2436279
Soul Park Golf Course,1033 E Ojai Ave,Ojai,CA,93023,34.4430502,-119.2299866
Heather Highlands Golf Course,11450 E Holly Rd,Holly,MI,48442,42.7789823,-83.5173477
Gleannloch Farms Golf Club,19393 Champion Forest Dr,Spring,TX,77379,30.0445052,-95.5646242
Windham Country Club,1 Country Club Rd,Windham,NH,3087,42.8143523,-71.3118282
Virginia National Golf Club,1400 Parker Ln,Bluemont,VA,20135,39.135631,-77.8701146
Bliss Creek Golf Course,1 Golfview Ln,Sugar Grove,IL,60554,41.7786111,-88.4183333
Painted Hills Golf Course,Po Box 14808,Spokane,WA,99214,47.758489,-117.3038439
Chefclifton.Com,8001 Irvine Center Dr Fl 4th,Irvine,CA,92618,33.6618113,-117.752872
Willow Bend Country Club,579 Hospital Dr,Van Wert,OH,45891,40.8522642,-84.5751447
Rock Hill Golf & Country Club,105 Clancy Rd,Manorville,NY,11949,40.8488213,-72.7743105
Croasdaile Country Club,3800 Farm Gate Ave,Durham,NC,27705,36.0308493,-78.9475111
Weston Hills Country Club,2600 Country Club Way,Weston,FL,33332,26.0932502,-80.3929134
Players Club,1559 Boiling Springs Rd,Boiling Springs,PA,17007,40.1513555,-77.1144161
Baywood Country Club,5500 Genoa Red Bluff Rd,Pasadena,TX,77505,29.6342511,-95.1115753
Hg Golf Properties Llc,1001 Cartersburg Rd,Danville,IN,46122,39.7507904,-86.5179978
St Mark Golf,1750 San Pablo Dr,San Marcos,CA,92078,33.1246255,-117.2029613
Green Hills Golf Course,37 Hilgert Ave,Reading,PA,19607,40.3029194,-75.9940909
Cardinal Creek Golf Course,1192 Golf Course Rd,Scott Afb,IL,62225,38.5542134,-89.8597111
Cleveland Metropark Mntnc Ctr,9305 Brecksville Rd,Brecksville,OH,44141,41.3103363,-81.6234333
Hominy Hill Golf Course,92 Mercer Rd,Colts Neck,NJ,7722,40.274406,-74.200024
Eagle Valley Golf Course,2600 Double Eagle Ln,Saint Paul,MN,55129,44.9115195,-92.8984377
Passaconaway Golf Course,12 Midway Ave,Litchfield,NH,3052,42.8659335,-71.4796696
Hilaman Golf Course,2737 Blairstone Rd,Tallahassee,FL,32301,30.4190395,-84.2506047
Landing,1875 Airport Dr,Clearwater,FL,33765,27.9720505,-82.7591361
Dunedin Golf Club,1050 Palm Blvd,Dunedin,FL,34698,28.0426507,-82.7769054
Holiday Hills,630 E Rockford Dr,Branson,MO,65616,36.633998,-93.1861066
Territory Golf Club,480 55th Ave Se,Saint Cloud,MN,56304,45.5625176,-94.0470003
Elite Golf Cruises Llc,1305 Shotgun Rd,Sunrise,FL,33326,26.1037809,-80.354616
Valley View Golf Club,1511 George Rd Ne,Lancaster,OH,43130,39.7437583,-82.5311633
Scott County Park,19251 290th St,Long Grove,IA,52756,41.7218605,-90.5213177
Coconut Creek Family Fun Park,9807 Front Beach Rd,Panama City Beach,FL,32407,30.1781824,-85.797824
Desert Mountain Master Assn,10550 E Desert Hills Dr,Scottsdale,AZ,85262,33.8379199,-111.8517827
Wanumetonomy Golf & Country,152 Browns Ln,Middletown,RI,2842,41.5365186,-71.2983197
Tiffany Greens Golf Club,6100 Nw Tiffany Springs Pkwy,Kansas City,MO,64154,39.2744371,-94.6456297
Days Inn,15059 W Colfax Ave,Golden,CO,80401,39.7321567,-105.1675147
Rancho Del Pueblo Golf Course,1649 Hermocilla Way,San Jose,CA,95116,37.3468427,-121.8514824
Water Chase Golf Club,8951 Creek Run Rd,Fort Worth,TX,76120,32.7652595,-97.1554771
Eagle Point Golf Club Inc,1565 Woodridge Pl,Vestavia Hills,AL,35216,33.4546176,-86.7979931
Arizona Biltmore,2400 E Missouri Ave,Phoenix,AZ,85016,33.5243381,-112.0218068
Ruth Park Golf Course,8211 Groby Rd,Saint Louis,MO,63132,38.6718036,-90.3476384
Wildcat Run Mntnc/Landscaping,20300 Country Club Dr,Estero,FL,33928,26.4366759,-81.7492012
Valley View Golf Club Pro Shop,3748 Lawrence Banet Rd,Floyds Knobs,IN,47119,38.3212262,-85.8860262
Druid Hills Golf Club,433 Lakeview Dr,Crossville,TN,38558,36.0010314,-84.8867977
True Blue Golf,900 Blue Stem Dr,Pawleys Island,SC,29585,33.4433973,-79.1461502
Glen Acres Golf & Country Club,1000 S 112th St,Seattle,WA,98168,47.5094518,-122.3158164
English Hills,5179 W River Dr Ne,Comstock Park,MI,49321,43.0579368,-85.6451817
Brooklyn Pie,6301 W Parmer Ln Ste 502,Austin,TX,78729,30.4453426,-97.7437651
Beaver Bend Par 3,409 Pleasant View Rd,Hummelstown,PA,17036,40.2652459,-76.7370939
Chapel Hill Golf Course,2023 Old Lancaster Pike,Reading,PA,19608,40.2646295,-76.0337447
Leavenworth Country Club,455 W Eisenhower Rd,Lansing,KS,66043,39.2658145,-94.9083303
Hanover Country Club,14314 Country Club Dr,Ashland,VA,23005,37.7994353,-77.5377755
Ann Arbor Wastewater Treatment,49 S Dixboro Rd,Ann Arbor,MI,48105,42.2701582,-83.6653061
Huntmore Golf Club,9595 Estancia Dr,Brighton,MI,48114,42.5942927,-83.758887
Monroe Golf & Country Club,611 Cole Rd,Monroe,MI,48162,41.9390431,-83.3791715
Bent Tree Country Club,5201 Westgrove Dr,Dallas,TX,75248,32.9817549,-96.8212361
Whispering Meadows,114513 New Texanna Rd,Checotah,OK,74426,35.3915042,-95.4667756
